enemy_distance,enemy_bearing,enemy_velocity,my_energy,enemy_energy,wall_distance,wall_bearing,turn_rate,move_distance,fire_power
671.8036294549378,-90.0,-0.0,72.20000000000007,87.58785088918856,208.25696778281042,52.89919168455098,0.0,-60.0,1.0
336.0998022089223,-90.1895830808195,0.0,75.20000000000007,90.00000000000011,208.8601870226231,52.89919168455098,-0.18958308081950292,-60.0,2.0
374.2549391997232,-87.55417112075042,0.0,75.20000000000007,42.00000000000007,208.8601870226231,52.89919168455098,2.445828879249575,-60.0,2.0
596.1831295032232,-75.17326093555378,8.0,75.20000000000007,102.5,208.8601870226231,52.89919168455098,14.826739064446215,-60.0,1.0
671.2142663112473,-89.98359765332596,-1.0,75.20000000000007,83.58785088918856,208.8601870226231,52.89919168455098,0.016402346674041723,-60.0,1.0
336.0998022089223,-90.20598542749354,0.0,74.60000000000008,89.40000000000012,208.8601870226231,52.882789337876936,-0.20598542749354465,-60.0,2.0
374.2549391997232,-87.57057346742447,0.0,74.60000000000008,41.40000000000007,208.8601870226231,52.882789337876936,2.4294265325755333,-60.0,2.0
598.4586587038716,-75.92534246672965,8.0,74.60000000000008,102.5,208.8601870226231,52.882789337876936,14.074657533270354,-60.0,1.0
670.0369697274795,-90.13813167991522,-2.0,74.60000000000008,83.58785088918856,208.8601870226231,52.882789337876936,-0.1381316799152188,-60.0,1.0
336.0998022089223,-90.20598542749354,0.0,74.00000000000009,88.80000000000013,208.8601870226231,52.882789337876936,-0.20598542749354465,-60.0,2.0
374.2549391997232,-87.57057346742447,0.0,74.00000000000009,40.80000000000007,208.8601870226231,52.882789337876936,2.4294265325755333,-60.0,2.0
668.2783589600513,-90.34623972425021,-3.0,74.00000000000009,83.58785088918856,208.8601870226231,52.882789337876936,-0.34623972425021066,-60.0,1.0
336.0998022089223,-90.20598542749354,0.0,73.40000000000009,88.20000000000013,208.8601870226231,52.882789337876936,-0.20598542749354465,-60.0,2.0
374.2549391997232,-87.57057346742447,0.0,73.40000000000009,40.20000000000007,208.8601870226231,52.882789337876936,2.4294265325755333,60.0,2.0
665.9473433072721,-90.62542161450203,-4.0,73.40000000000009,83.58785088918856,208.8601870226231,52.882789337876936,-0.6254216145020308,60.0,1.0
336.10488494002635,-90.37645451717353,0.0,73.40000000000009,87.60000000000014,208.25673948166468,52.882789337876936,-0.37645451717352785,60.0,2.0
374.73193632382396,-87.59267403071632,1.0,73.40000000000009,39.600000000000065,208.25673948166468,52.882789337876936,2.4073259692836757,60.0,2.0
663.0737913958267,-91.06354524032851,-5.0,73.40000000000009,83.58785088918856,208.25673948166468,52.882789337876936,-1.0635452403285086,60.0,1.0
337.08661024447247,-89.65010546854585,1.0,73.40000000000009,84.60000000000014,207.07965398034787,53.946334578205445,0.3498945314541544,60.0,2.0
375.36064764018596,-86.55083254861154,2.0,73.40000000000009,39.600000000000065,207.07965398034787,53.946334578205445,3.449167451388462,60.0,2.0
659.6628207807158,-90.60026577986996,-6.0,73.40000000000009,83.58785088918856,207.07965398034787,53.946334578205445,-0.6002657798699573,60.0,1.0
339.0135677752611,-89.49515821197623,2.0,73.40000000000009,84.60000000000014,205.3395321221476,54.5466003580754,0.5048417880237679,60.0,2.0
375.8489054820646,-85.96205255163723,3.0,73.40000000000009,39.600000000000065,205.3395321221476,54.5466003580754,4.037947448362772,60.0,2.0
655.7600267698227,-90.76639052700604,-7.0,73.40000000000009,83.58785088918856,205.3395321221476,54.5466003580754,-0.7663905270060383,60.0,1.0
341.9439868532129,-89.37734486398541,3.0,73.40000000000009,93.60000000000014,203.0631597180478,55.31299088508144,0.6226551360145862,60.0,2.0
651.4084311496936,-90.9372769681144,-8.0,73.40000000000009,83.58785088918856,203.0631597180478,55.31299088508144,-0.9372769681144035,60.0,1.0
345.835670115008,-89.32187751919497,4.0,73.40000000000009,93.60000000000014,200.28532798825051,56.250267853195844,0.6781224808050297,60.0,2.0
648.2393060546493,-90.8879261237851,-6.0,73.40000000000009,83.58785088918856,200.28532798825051,56.250267853195844,-0.8879261237851068,60.0,1.0
350.6636981920022,-89.55510073135056,5.0,73.40000000000009,93.60000000000014,197.02964020968443,57.13819397698096,0.4448992686494364,-60.0,2.0
644.6585180948929,-91.06192737754189,-7.0,73.40000000000009,81.58785088918856,197.02964020968443,57.13819397698096,-1.0619273775418918,-60.0,1.0
356.5199386371391,-89.28541617919305,6.0,73.40000000000009,93.60000000000014,194.92182422811572,58.20012135452285,0.7145838208069506,-60.0,2.0
640.6586392329476,-90.97255167872792,-8.0,73.40000000000009,81.58785088918856,194.92182422811572,58.20012135452285,-0.9725516787279247,60.0,1.0
363.34473946933537,-89.26556900203566,7.0,73.40000000000009,93.60000000000014,192.35956180955736,59.172673033250774,0.7344309979643384,60.0,2.0
636.7957328812583,-91.07460288320529,-8.0,73.40000000000009,81.58785088918856,192.35956180955736,59.172673033250774,-1.0746028832052872,60.0,1.0
371.10513120113956,-89.33354542867633,8.0,73.40000000000009,83.60000000000014,189.38201512382238,60.24727591645606,0.6664545713236691,-60.0,2.0
633.0855473758977,-91.1780587554704,-8.0,73.40000000000009,81.58785088918856,189.38201512382238,60.24727591645606,-1.1780587554704027,-60.0,1.0
378.8481783549398,-89.0083767563545,8.0,71.40000000000009,83.60000000000014,187.46880076220464,61.425334671926464,0.9916232436455061,-60.0,2.0
630.0129059145364,-90.82885909039689,-6.0,71.40000000000009,81.58785088918856,187.46880076220464,61.425334671926464,-0.8288590903968895,-60.0,1.0
386.5565836297529,-88.76908064101322,8.0,71.40000000000009,83.60000000000014,186.53770127731934,62.254193762323354,1.2309193589867817,-60.0,2.0
627.6716227938513,-90.47717682753883,-4.0,71.40000000000009,81.58785088918856,186.53770127731934,62.254193762323354,-0.47717682753882684,-60.0,1.0
394.1870195489109,-88.64467738658033,8.0,71.40000000000009,83.60000000000014,186.53770127731934,62.73137058986218,1.3553226134196734,-60.0,2.0
626.3161549281714,-90.13438738622648,-2.0,71.40000000000009,76.10378087839513,186.53770127731934,62.73137058986218,-0.1343873862264786,-60.0,1.0
401.9952288570134,-88.6325996970528,8.0,71.40000000000009,83.60000000000014,186.99377812644093,62.86575797608866,1.3674003029472033,-60.0,1.0
623.982065102979,-90.08116274873979,-3.0,71.40000000000009,76.10378087839513,186.99377812644093,62.86575797608866,-0.08116274873978568,-60.0,1.0
409.9215695912495,-88.46859947909562,8.0,71.40000000000009,83.60000000000014,187.90340960740616,62.946920724828445,1.5314005209043842,-60.0,1.0
620.5617549214849,-90.00683171672928,-4.0,71.40000000000009,76.10378087839513,187.90340960740616,62.946920724828445,-0.0068317167292804015,-60.0,1.0
417.93685063663787,-88.19517413993006,8.0,71.40000000000009,83.60000000000014,189.26753824970763,62.953752441557725,1.8048258600699398,60.0,1.0
616.0032577161562,-89.91188694663839,-5.0,71.40000000000009,76.10378087839513,189.26753824970763,62.953752441557725,0.08811305336161013,60.0,1.0
425.92832540033913,-88.25433057480008,8.0,71.40000000000009,83.60000000000014,189.72361694078165,62.865639388196115,1.745669425199921,60.0,1.0
610.2942845927374,-90.07925248233107,-6.0,71.40000000000009,76.10378087839513,189.72361694078165,62.865639388196115,-0.0792524823310714,60.0,1.0
433.8962132171757,-88.3107162054812,8.0,71.40000000000009,83.60000000000014,189.496193302782,62.94489187052719,1.6892837945188006,60.0,1.0
603.4630283561652,-90.19109016974697,-7.0,71.40000000000009,76.10378087839513,189.496193302782,62.94489187052719,-0.19109016974697113,60.0,1.0
441.84550380188796,-88.35104841608613,8.0,74.40000000000009,80.60000000000014,188.81838145264692,63.13598204027416,1.6489515839138704,-60.0,1.0
595.5719299576192,-90.26706930219464,-8.0,74.40000000000009,72.10378087839513,188.81838145264692,63.13598204027416,-0.267069302194642,-60.0,1.0
449.8534681242815,-88.06266401177571,8.0,74.40000000000009,80.60000000000014,188.9303093196845,63.4030513424688,1.9373359882242909,-60.0,1.0
587.6813566622997,-90.10362625645026,-8.0,74.40000000000009,72.10378087839513,188.9303093196845,63.4030513424688,-0.10362625645025503,-60.0,1.0
457.8989454314354,-87.81399986355216,8.0,74.40000000000009,80.60000000000014,189.48792620591132,63.506677598919055,2.186000136447845,-60.0,1.0
579.7922147447416,-90.00762523687153,-8.0,74.40000000000009,72.10378087839513,189.48792620591132,63.506677598919055,-0.007625236871533048,60.0,1.0
465.88060164453105,-87.88520112969938,8.0,74.40000000000009,80.60000000000014,189.32068580766122,63.51430283579059,2.1147988703006178,60.0,1.0
571.905780590362,-90.17063474120657,-8.0,74.40000000000009,72.10378087839513,189.32068580766122,63.51430283579059,-0.17063474120656963,60.0,1.0
473.81809678210936,-87.9315822737173,8.0,74.40000000000009,80.60000000000014,188.7111388864089,63.68493757699716,2.0684177262827035,60.0,1.0
564.0273917486113,-90.27698837661404,-8.0,74.40000000000009,72.10378087839513,188.7111388864089,63.68493757699716,-0.2769883766140424,60.0,1.0
481.71808517342157,-87.98649775360178,8.0,74.40000000000009,80.60000000000014,187.6685891399435,63.9619259536112,2.013502246398218,60.0,1.0
556.1617812995067,-90.38785294404401,-8.0,74.40000000000009,72.10378087839513,187.6685891399435,63.9619259536112,-0.38785294404401327,60.0,1.0
489.5856530388747,-88.02492308924009,8.0,73.40000000000009,80.60000000000014,186.20763243676868,64.34977889765521,1.9750769107599098,-60.0,1.0
548.3141857114128,-90.50347131414433,-8.0,73.40000000000009,72.10378087839513,186.20763243676868,64.34977889765521,-0.5034713141443348,-60.0,1.0
497.5274278593541,-87.6944363964493,8.0,73.40000000000009,80.60000000000014,185.62334245411023,64.85325021179955,2.305563603550695,-60.0,1.0
540.4661173923932,-90.30607763834394,-8.0,73.40000000000009,72.10378087839513,185.62334245411023,64.85325021179955,-0.3060776383439361,-60.0,1.0
